"","x"
"9558","MA_944383g0010"
"9559","MA_98576g0020"
"9560","MA_10428069g0020"
"9561","MA_182478g0010"
"9562","MA_203823g0010"
"9563","MA_21142g0010"
"9564","MA_10426426g0010"
"9565","MA_10437034g0010"
"9566","MA_13321g0030"
"9567","MA_15423g0020"
"9568","MA_19242g0010"
"9569","MA_7489059g0010"
"9570","MA_242814g0010"
"9571","MA_42270g0020"
"9572","MA_10427190g0010"
"9573","MA_10429291g0010"
"9574","MA_360165g0010"
"9575","MA_4582g0010"
"9576","MA_46617g0010"
"9577","MA_83624g0010"
"9578","MA_10317502g0010"
"9579","MA_31176g0010"
"9580","MA_558352g0010"
"9581","MA_86828g0010"
"9582","MA_44570g0010"
"9583","MA_10307058g0010"
"9584","MA_178206g0010"
"9585","MA_40335g0010"
"9586","MA_10434689g0010"
"9587","MA_704359g0010"
"9588","MA_2120g0020"
"9589","MA_7802291g0010"
"9590","MA_93646g0010"
"9591","MA_704702g0010"
"9592","MA_868604g0010"
"9593","MA_87131g0010"
"9594","MA_102699g0010"
"9595","MA_10428916g0010"
"9596","MA_953274g0010"
"9597","MA_96620g0020"
"9598","MA_5596g0010"
"9599","MA_164866g0010"
"9600","MA_20049g0020"
"9601","MA_38849g0010"
"9602","MA_10434286g0010"
"9603","MA_50994g0010"
"9604","MA_10163880g0010"
"9605","MA_10430751g0010"
"9606","MA_334361g0010"
"9607","MA_850263g0010"
"9608","MA_10197498g0010"
"9609","MA_10429815g0020"
"9610","MA_10430687g0010"
"9611","MA_180505g0010"
"9612","MA_18403g0010"
"9613","MA_56717g0010"
"9614","MA_577712g0010"
"9615","MA_6558g0010"
"9616","MA_9350058g0010"
"9617","MA_138249g0010"
"9618","MA_9963699g0010"
"9619","MA_9576120g0010"
"9620","MA_631234g0010"
"9621","MA_10434227g0010"
"9622","MA_19134g0010"
"9623","MA_9843797g0010"
"9624","MA_427213g0010"
"9625","MA_10435473g0040"
"9626","MA_172990g0010"
"9627","MA_1897g0010"
"9628","MA_98760g0010"
"9629","MA_2076g0010"
"9630","MA_1022031g0010"
"9631","MA_123836g0020"
"9632","MA_9561610g0010"
"9633","MA_10156g0010"
"9634","MA_85955g0010"
"9635","MA_8396203g0010"
"9636","MA_10436947g0010"
"9637","MA_89506g0010"
"9638","MA_10432730g0010"
"9639","MA_10434573g0010"
"9640","MA_3076g0010"
"9641","MA_65469g0020"
"9642","MA_76465g0010"
"9643","MA_940045g0010"
"9644","MA_98338g0020"
"9645","MA_10092308g0010"
"9646","MA_10428952g0020"
"9647","MA_10433381g0010"
"9648","MA_113146g0010"
"9649","MA_20010g0010"
"9650","MA_96691g0010"
"9651","MA_10164994g0010"
"9652","MA_10429609g0010"
"9653","MA_10436130g0020"
"9654","MA_139472g0010"
"9655","MA_23994g0010"
"9656","MA_332109g0010"
"9657","MA_33970g0010"
"9658","MA_341574g0010"
"9659","MA_36585g0020"
"9660","MA_4800661g0010"
"9661","MA_68372g0010"
"9662","MA_71027g0010"
"9663","MA_7909094g0010"
"9664","MA_10296g0010"
"9665","MA_10348168g0010"
"9666","MA_10425865g0020"
"9667","MA_10436103g0010"
"9668","MA_137071g0020"
"9669","MA_14080g0020"
"9670","MA_175841g0010"
"9671","MA_546709g0010"
"9672","MA_598152g0010"
"9673","MA_63342g0010"
"9674","MA_6364927g0010"
"9675","MA_6792038g0010"
"9676","MA_70880g0010"
"9677","MA_7983g0010"
"9678","MA_170065g0010"
"9679","MA_10436795g0010"
"9680","MA_828956g0010"
"9681","MA_104182g0010"
"9682","MA_10436014g0020"
"9683","MA_25199g0020"
"9684","MA_103475g0010"
"9685","MA_18612g0010"
"9686","MA_60574g0010"
"9687","MA_96606g0010"
"9688","MA_10425823g0010"
"9689","MA_10434933g0010"
"9690","MA_10426648g0010"
"9691","MA_10429532g0010"
"9692","MA_10435174g0010"
"9693","MA_10437005g0010"
"9694","MA_18730g0010"
"9695","MA_38978g0010"
"9696","MA_6712793g0010"
"9697","MA_8519251g0010"
"9698","MA_93411g0010"
"9699","MA_164551g0010"
"9700","MA_5118g0010"
"9701","MA_176162g0010"
"9702","MA_88915g0010"
"9703","MA_10054g0010"
"9704","MA_10431656g0010"
"9705","MA_169905g0010"
"9706","MA_194302g0020"
"9707","MA_376557g0010"
"9708","MA_158067g0010"
"9709","MA_10436254g0040"
"9710","MA_10430155g0010"
"9711","MA_10430359g0030"
"9712","MA_10434967g0010"
"9713","MA_14786g0010"
"9714","MA_494148g0010"
"9715","MA_6626g0010"
"9716","MA_824550g0010"
"9717","MA_10305704g0010"
"9718","MA_10433251g0010"
"9719","MA_18130g0010"
"9720","MA_234941g0010"
"9721","MA_275751g0010"
"9722","MA_4588656g0010"
"9723","MA_6539129g0010"
"9724","MA_709703g0010"
"9725","MA_79246g0010"
"9726","MA_8660551g0010"
"9727","MA_82134g0010"
"9728","MA_10279989g0010"
"9729","MA_10430713g0010"
"9730","MA_10432705g0010"
"9731","MA_183976g0010"
"9732","MA_115790g0020"
"9733","MA_183711g0010"
"9734","MA_18403g0020"
"9735","MA_369530g0010"
"9736","MA_152287g0010"
"9737","MA_96244g0010"
"9738","MA_10436651g0010"
"9739","MA_78330g0010"
"9740","MA_8565262g0010"
"9741","MA_10430632g0010"
"9742","MA_10135775g0010"
"9743","MA_103998g0010"
"9744","MA_10426415g0010"
"9745","MA_10432082g0010"
"9746","MA_10434726g0010"
"9747","MA_10436308g0010"
"9748","MA_164160g0010"
"9749","MA_17059g0010"
"9750","MA_174370g0010"
"9751","MA_292053g0010"
"9752","MA_323464g0010"
"9753","MA_38298g0010"
"9754","MA_4173g0010"
"9755","MA_4340g0010"
"9756","MA_896570g0010"
"9757","MA_98979g0010"
"9758","MA_10434442g0010"
"9759","MA_124366g0010"
"9760","MA_181044g0020"
"9761","MA_24711g0010"
"9762","MA_30124g0010"
"9763","MA_73032g0010"
"9764","MA_791229g0010"
"9765","MA_954206g0010"
"9766","MA_10435038g0010"
"9767","MA_536449g0010"
"9768","MA_10425800g0010"
"9769","MA_10432232g0010"
"9770","MA_135474g0010"
"9771","MA_10430792g0010"
"9772","MA_10159883g0010"
"9773","MA_10430001g0010"
"9774","MA_10430625g0010"
"9775","MA_10433301g0010"
"9776","MA_10433735g0010"
"9777","MA_115550g0010"
"9778","MA_140260g0010"
"9779","MA_15962g0010"
"9780","MA_173882g0010"
"9781","MA_19827g0010"
"9782","MA_21440g0010"
"9783","MA_49086g0010"
"9784","MA_63764g0010"
"9785","MA_67531g0010"
"9786","MA_10428770g0010"
"9787","MA_172415g0010"
"9788","MA_172478g0020"
"9789","MA_1888g0010"
"9790","MA_8765378g0010"
"9791","MA_10433722g0010"
"9792","MA_10436655g0010"
"9793","MA_182556g0010"
"9794","MA_9998351g0010"
"9795","MA_10432739g0020"
"9796","MA_107074g0010"
"9797","MA_6590100g0010"
"9798","MA_8538384g0010"
"9799","MA_10429797g0010"
"9800","MA_19374g0040"
"9801","MA_11862g0010"
"9802","MA_5588g0010"
"9803","MA_8977632g0020"
"9804","MA_276407g0010"
"9805","MA_364465g0010"
"9806","MA_81717g0010"
"9807","MA_911375g0010"
"9808","MA_42677g0010"
"9809","MA_9720131g0020"
"9810","MA_8815984g0010"
"9811","MA_8419217g0010"
"9812","MA_10282830g0010"
"9813","MA_588097g0010"
"9814","MA_5168g0010"
"9815","MA_10427544g0020"
"9816","MA_10427946g0010"
"9817","MA_10436182g0010"
"9818","MA_4773g0010"
"9819","MA_702665g0010"
"9820","MA_934639g0010"
"9821","MA_10299278g0010"
"9822","MA_26499g0020"
"9823","MA_95959g0010"
"9824","MA_10436073g0010"
"9825","MA_10426065g0010"
"9826","MA_10429059g0010"
"9827","MA_10430869g0010"
"9828","MA_10433460g0010"
"9829","MA_10434223g0020"
"9830","MA_23465g0010"
"9831","MA_296526g0010"
"9832","MA_9299g0010"
"9833","MA_485149g0010"
"9834","MA_10428700g0020"
"9835","MA_12849g0010"
"9836","MA_10099498g0010"
"9837","MA_10425832g0010"
"9838","MA_100123g0010"
"9839","MA_10436010g0010"
"9840","MA_112061g0010"
"9841","MA_98243g0010"
"9842","MA_49889g0010"
"9843","MA_10310126g0010"
"9844","MA_10432429g0010"
"9845","MA_10433463g0010"
"9846","MA_135894g0010"
"9847","MA_39057g0020"
"9848","MA_53909g0010"
"9849","MA_54864g0010"
"9850","MA_10428069g0010"
"9851","MA_9456975g0010"
"9852","MA_141469g0010"
"9853","MA_10355963g0010"
"9854","MA_164185g0010"
"9855","MA_1432g0010"
"9856","MA_63054g0010"
"9857","MA_34795g0010"
"9858","MA_10435216g0010"
"9859","MA_37764g0030"
"9860","MA_10437018g0010"
"9861","MA_10428198g0010"
"9862","MA_10430380g0010"
"9863","MA_10435790g0010"
"9864","MA_10436746g0010"
"9865","MA_113075g0010"
"9866","MA_117133g0010"
"9867","MA_12408g0010"
"9868","MA_141232g0010"
"9869","MA_200295g0010"
"9870","MA_218163g0010"
"9871","MA_2226g0020"
"9872","MA_249305g0010"
"9873","MA_333124g0010"
"9874","MA_43836g0010"
"9875","MA_482336g0010"
"9876","MA_77746g0010"
"9877","MA_89609g0010"
"9878","MA_9578301g0010"
"9879","MA_10161593g0010"
"9880","MA_10209765g0010"
"9881","MA_10429379g0010"
"9882","MA_10435637g0040"
"9883","MA_116156g0010"
"9884","MA_20718g0010"
"9885","MA_239048g0010"
"9886","MA_291756g0010"
"9887","MA_48920g0010"
"9888","MA_701381g0010"
"9889","MA_806100g0010"
"9890","MA_20551g0010"
"9891","MA_99207g0010"
"9892","MA_10427193g0010"
"9893","MA_10428650g0020"
"9894","MA_10430553g0010"
"9895","MA_10434223g0010"
"9896","MA_10435089g0010"
"9897","MA_151916g0010"
"9898","MA_17708g0010"
"9899","MA_182125g0010"
"9900","MA_19738g0010"
"9901","MA_246142g0010"
"9902","MA_251404g0010"
"9903","MA_263076g0010"
"9904","MA_31004g0010"
"9905","MA_46166g0010"
"9906","MA_56269g0010"
"9907","MA_6076895g0010"
"9908","MA_666770g0010"
"9909","MA_10427709g0010"
"9910","MA_10434388g0010"
"9911","MA_137172g0010"
"9912","MA_18311g0010"
"9913","MA_55790g0010"
"9914","MA_899239g0010"
"9915","MA_9387877g0010"
"9916","MA_11142g0010"
"9917","MA_5913683g0010"
"9918","MA_693317g0010"
"9919","MA_10426913g0010"
"9920","MA_10427322g0010"
"9921","MA_10432440g0010"
"9922","MA_10435616g0010"
"9923","MA_10435647g0010"
"9924","MA_10436594g0010"
"9925","MA_122910g0010"
"9926","MA_130571g0010"
"9927","MA_137389g0010"
"9928","MA_16271g0010"
"9929","MA_25325g0010"
"9930","MA_284876g0010"
"9931","MA_346810g0010"
"9932","MA_44659g0010"
"9933","MA_504681g0010"
"9934","MA_5950g0010"
"9935","MA_881995g0010"
"9936","MA_88236g0010"
"9937","MA_10309429g0010"
"9938","MA_10429275g0010"
"9939","MA_10435502g0010"
"9940","MA_12144g0010"
"9941","MA_63139g0010"
"9942","MA_66083g0010"
"9943","MA_671743g0010"
"9944","MA_10430766g0010"
"9945","MA_16045g0020"
"9946","MA_198081g0020"
"9947","MA_9421615g0010"
"9948","MA_943204g0010"
"9949","MA_10429224g0010"
"9950","MA_12240g0020"
"9951","MA_533971g0010"
"9952","MA_125470g0010"
"9953","MA_1129287g0010"
"9954","MA_10427009g0010"
"9955","MA_19897g0010"
"9956","MA_201611g0010"
"9957","MA_7703g0010"
"9958","MA_8234g0010"
"9959","MA_9082972g0010"
"9960","MA_10143842g0010"
"9961","MA_172213g0010"
"9962","MA_716827g0010"
"9963","MA_20221g0010"
"9964","MA_64923g0010"
"9965","MA_785219g0010"
"9966","MA_810002g0010"
"9967","MA_955366g0010"
"9968","MA_659287g0010"
"9969","MA_10437144g0010"
"9970","MA_10437068g0010"
"9971","MA_352045g0010"
"9972","MA_103907g0010"
"9973","MA_10426405g0010"
"9974","MA_10426894g0020"
"9975","MA_10427331g0010"
"9976","MA_448625g0010"
"9977","MA_206736g0010"
"9978","MA_10426614g0010"
"9979","MA_34163g0010"
"9980","MA_8556553g0010"
"9981","MA_9632g0010"
"9982","MA_17998g0010"
"9983","MA_6432367g0010"
"9984","MA_5013g0010"
"9985","MA_10426052g0030"
"9986","MA_10436996g0010"
"9987","MA_16089g0010"
"9988","MA_17738g0010"
"9989","MA_391725g0010"
"9990","MA_7024054g0010"
"9991","MA_90282g0010"
"9992","MA_55500g0010"
"9993","MA_6164881g0010"
"9994","MA_101803g0010"
"9995","MA_104694g0010"
"9996","MA_10430459g0010"
"9997","MA_10429361g0010"
"9998","MA_10433318g0010"
"9999","MA_105343g0010"
"10000","MA_360074g0010"
"10001","MA_471078g0010"
"10002","MA_77052g0010"
"10003","MA_78511g0010"
"10004","MA_891272g0010"
"10005","MA_10428869g0010"
"10006","MA_340419g0010"
"10007","MA_60892g0010"
"10008","MA_64410g0010"
"10009","MA_816764g0010"
"10010","MA_10429054g0030"
"10011","MA_10430405g0010"
"10012","MA_158467g0010"
"10013","MA_181765g0010"
"10014","MA_18304g0010"
"10015","MA_2086189g0010"
"10016","MA_410691g0020"
"10017","MA_48007g0010"
"10018","MA_85860g0010"
"10019","MA_10430228g0010"
"10020","MA_10431100g0010"
"10021","MA_12066g0010"
"10022","MA_497564g0010"
"10023","MA_733g0020"
"10024","MA_179108g0010"
"10025","MA_74605g0010"
"10026","MA_39759g0020"
"10027","MA_5963g0010"
"10028","MA_4029g0020"
"10029","MA_635g0010"
"10030","MA_161658g0010"
"10031","MA_10427740g0010"
"10032","MA_97876g0020"
"10033","MA_98203g0010"
"10034","MA_10435401g0020"
"10035","MA_103906g0010"
"10036","MA_10427566g0010"
"10037","MA_10432509g0010"
"10038","MA_10434758g0010"
"10039","MA_10435752g0010"
"10040","MA_10436102g0010"
"10041","MA_135845g0010"
"10042","MA_166248g0010"
"10043","MA_202491g0010"
"10044","MA_22458g0010"
"10045","MA_262150g0010"
"10046","MA_3037g0010"
"10047","MA_32668g0010"
"10048","MA_33094g0010"
"10049","MA_353950g0010"
"10050","MA_465816g0010"
"10051","MA_492232g0010"
"10052","MA_76221g0010"
"10053","MA_921725g0010"
"10054","MA_10428275g0020"
"10055","MA_10433731g0010"
"10056","MA_187622g0010"
"10057","MA_232828g0010"
"10058","MA_281012g0010"
"10059","MA_653g0010"
"10060","MA_91981g0020"
"10061","MA_96648g0010"
"10062","MA_230072g0010"
"10063","MA_897278g0010"
"10064","MA_52198g0010"
"10065","MA_10341163g0020"
"10066","MA_103701g0010"
"10067","MA_1829g0010"
"10068","MA_10295886g0010"
"10069","MA_913545g0010"
"10070","MA_10251013g0010"
"10071","MA_10426170g0010"
"10072","MA_32598g0010"
"10073","MA_467439g0010"
"10074","MA_961483g0010"
"10075","MA_10289256g0010"
"10076","MA_10426766g0010"
"10077","MA_5395g0010"
"10078","MA_10425901g0010"
"10079","MA_10326002g0010"
"10080","MA_109444g0010"
"10081","MA_10436615g0010"
"10082","MA_46249g0010"
"10083","MA_10427618g0010"
"10084","MA_10429326g0010"
"10085","MA_4026g0010"
"10086","MA_1164451g0010"
"10087","MA_134558g0010"
"10088","MA_206206g0010"
"10089","MA_583636g0010"
"10090","MA_10430718g0010"
"10091","MA_54574g0010"
"10092","MA_51223g0010"
"10093","MA_10426674g0010"
"10094","MA_16653g0010"
"10095","MA_4716g0010"
"10096","MA_10142525g0010"
"10097","MA_10436283g0020"
"10098","MA_105292g0010"
"10099","MA_13795g0010"
"10100","MA_10381813g0010"
"10101","MA_19724g0020"
"10102","MA_10431844g0010"
"10103","MA_10436547g0020"
"10104","MA_25080g0010"
"10105","MA_10436694g0010"
"10106","MA_96741g0010"
"10107","MA_8413579g0010"
"10108","MA_104719g0010"
"10109","MA_12604g0020"
"10110","MA_167644g0010"
"10111","MA_18895g0010"
"10112","MA_10434266g0030"
"10113","MA_3245g0010"
"10114","MA_401848g0010"
"10115","MA_9290429g0010"
"10116","MA_10431028g0010"
"10117","MA_10428503g0010"
"10118","MA_138834g0010"
"10119","MA_182690g0010"
"10120","MA_27944g0010"
"10121","MA_18020g0010"
"10122","MA_11225g0010"
"10123","MA_10433835g0010"
"10124","MA_10434874g0010"
"10125","MA_10436511g0010"
"10126","MA_238844g0010"
"10127","MA_3650958g0010"
"10128","MA_69471g0010"
"10129","MA_70877g0010"
"10130","MA_8643028g0010"
"10131","MA_10428792g0010"
"10132","MA_10429820g0010"
"10133","MA_138202g0010"
"10134","MA_211071g0010"
"10135","MA_337980g0010"
"10136","MA_38736g0010"
"10137","MA_76721g0020"
"10138","MA_8582582g0010"
"10139","MA_8377025g0010"
"10140","MA_70588g0010"
"10141","MA_73539g0010"
"10142","MA_10243517g0010"
"10143","MA_103156g0020"
"10144","MA_10428008g0010"
"10145","MA_10430635g0010"
"10146","MA_10432251g0010"
"10147","MA_10432313g0010"
"10148","MA_10433876g0020"
"10149","MA_10435601g0010"
"10150","MA_10436379g0010"
"10151","MA_16441g0010"
"10152","MA_1750g0010"
"10153","MA_21090g0010"
"10154","MA_2588g0010"
"10155","MA_263876g0010"
"10156","MA_277070g0010"
"10157","MA_54249g0010"
"10158","MA_60457g0010"
"10159","MA_7864625g0010"
"10160","MA_86528g0010"
"10161","MA_87599g0010"
"10162","MA_9245337g0020"
"10163","MA_9379473g0010"
"10164","MA_10433802g0010"
"10165","MA_116809g0010"
"10166","MA_132683g0010"
"10167","MA_182653g0010"
"10168","MA_22613g0010"
"10169","MA_45005g0010"
"10170","MA_600368g0010"
"10171","MA_7198253g0010"
"10172","MA_8987634g0010"
"10173","MA_9864989g0010"
"10174","MA_10430679g0010"
"10175","MA_192947g0010"
"10176","MA_10437001g0020"
"10177","MA_126634g0010"
"10178","MA_69027g0010"
"10179","MA_5364786g0010"
"10180","MA_74188g0010"
"10181","MA_160036g0020"
"10182","MA_10432751g0010"
"10183","MA_10430230g0030"
"10184","MA_123902g0010"
"10185","MA_40013g0010"
"10186","MA_61649g0010"
"10187","MA_73460g0010"
"10188","MA_10432106g0010"
"10189","MA_114730g0010"
"10190","MA_14174g0010"
"10191","MA_232715g0010"
"10192","MA_101453g0010"
"10193","MA_10434186g0010"
"10194","MA_158806g0010"
"10195","MA_50931g0010"
"10196","MA_118970g0010"
"10197","MA_1262g0010"
"10198","MA_31279g0010"
"10199","MA_10428905g0010"
"10200","MA_10430708g0010"
"10201","MA_19619g0010"
"10202","MA_10435471g0040"
"10203","MA_9208435g0010"
"10204","MA_10432673g0010"
"10205","MA_10434494g0010"
"10206","MA_286708g0010"
"10207","MA_44416g0010"
"10208","MA_8870g0010"
"10209","MA_10061166g0010"
"10210","MA_10427019g0010"
"10211","MA_10428529g0010"
"10212","MA_271643g0010"
"10213","MA_46194g0010"
"10214","MA_33462g0010"
"10215","MA_49826g0010"
"10216","MA_76149g0010"
"10217","MA_3866g0010"
"10218","MA_10429954g0020"
"10219","MA_77628g0010"
"10220","MA_10429511g0010"
"10221","MA_10432359g0010"
"10222","MA_10432390g0010"
"10223","MA_10434134g0010"
"10224","MA_105017g0010"
"10225","MA_132354g0010"
"10226","MA_394353g0010"
"10227","MA_45859g0010"
"10228","MA_1013900g0010"
"10229","MA_111254g0010"
"10230","MA_5114g0010"
"10231","MA_666378g0010"
"10232","MA_8416920g0010"
"10233","MA_10432332g0010"
"10234","MA_10434164g0020"
"10235","MA_10394081g0010"
"10236","MA_10431767g0010"
"10237","MA_432647g0010"
"10238","MA_7717876g0010"
"10239","MA_10429791g0010"
"10240","MA_10434091g0010"
"10241","MA_10434973g0010"
"10242","MA_2589g0010"
"10243","MA_33479g0010"
"10244","MA_39508g0010"
"10245","MA_398390g0010"
"10246","MA_436312g0010"
"10247","MA_5732482g0010"
"10248","MA_76596g0010"
"10249","MA_87137g0010"
"10250","MA_10428483g0010"
"10251","MA_10432416g0010"
"10252","MA_16923g0020"
"10253","MA_73697g0020"
"10254","MA_91000g0010"
"10255","MA_101964g0010"
"10256","MA_10433841g0010"
"10257","MA_10429999g0020"
"10258","MA_6856247g0010"
"10259","MA_4742g0010"
"10260","MA_372199g0010"
"10261","MA_122700g0010"
"10262","MA_10436873g0010"
"10263","MA_1137731g0020"
"10264","MA_8926002g0010"
"10265","MA_15401g0010"
"10266","MA_34823g0020"
"10267","MA_10434966g0010"
"10268","MA_103246g0010"
"10269","MA_181920g0010"
"10270","MA_10437277g0030"
"10271","MA_10589g0020"
"10272","MA_10427747g0010"
"10273","MA_10428420g0010"
"10274","MA_272181g0010"
"10275","MA_10272409g0010"
"10276","MA_10434241g0020"
"10277","MA_147596g0010"
"10278","MA_9868443g0010"
"10279","MA_464891g0010"
"10280","MA_717558g0010"
"10281","MA_11777g0010"
"10282","MA_213386g0010"
"10283","MA_10430861g0010"
"10284","MA_18758g0010"
"10285","MA_612817g0010"
"10286","MA_908240g0010"
"10287","MA_10429474g0010"
"10288","MA_594g0010"
"10289","MA_315961g0010"
"10290","MA_41474g0020"
"10291","MA_200329g0010"
"10292","MA_762051g0010"
"10293","MA_9847429g0010"
"10294","MA_207926g0010"
"10295","MA_2692g0010"
"10296","MA_27009g0010"
"10297","MA_33300g0010"
"10298","MA_10428542g0010"
"10299","MA_120434g0010"
"10300","MA_10428993g0010"
"10301","MA_100087g0010"
"10302","MA_10118419g0010"
"10303","MA_10429354g0010"
"10304","MA_10430423g0010"
"10305","MA_10431096g0010"
"10306","MA_10432128g0010"
"10307","MA_10432142g0010"
"10308","MA_10432210g0010"
"10309","MA_10433659g0010"
"10310","MA_10436868g0010"
"10311","MA_15971g0010"
"10312","MA_18131g0010"
"10313","MA_215727g0010"
"10314","MA_217423g0010"
"10315","MA_237076g0010"
"10316","MA_35999g0010"
"10317","MA_363303g0010"
"10318","MA_37385g0010"
"10319","MA_45916g0010"
"10320","MA_57501g0010"
"10321","MA_60060g0010"
"10322","MA_6570g0010"
"10323","MA_7350810g0010"
"10324","MA_83924g0010"
"10325","MA_903825g0010"
"10326","MA_955549g0010"
"10327","MA_9758g0010"
"10328","MA_10087005g0010"
"10329","MA_103178g0020"
"10330","MA_10426435g0010"
"10331","MA_10427665g0010"
"10332","MA_169150g0010"
"10333","MA_21319g0010"
"10334","MA_349932g0010"
"10335","MA_39984g0010"
"10336","MA_41974g0010"
"10337","MA_450617g0010"
"10338","MA_56916g0010"
"10339","MA_583487g0010"
"10340","MA_7751081g0010"
"10341","MA_8377447g0010"
"10342","MA_8578g0010"
"10343","MA_188277g0010"
"10344","MA_20251g0020"
"10345","MA_10430775g0010"
"10346","MA_8542754g0010"
"10347","MA_10426362g0010"
"10348","MA_10429634g0010"
"10349","MA_10430555g0010"
"10350","MA_138723g0010"
"10351","MA_43083g0010"
"10352","MA_84105g0010"
"10353","MA_9933g0010"
"10354","MA_10437244g0020"
"10355","MA_9608589g0010"
"10356","MA_217856g0010"
"10357","MA_10148419g0010"
"10358","MA_10597g0010"
"10359","MA_9367g0020"
"10360","MA_10433113g0010"
"10361","MA_10315575g0010"
"10362","MA_10432368g0010"
"10363","MA_6284586g0010"
"10364","MA_9950027g0030"
"10365","MA_10434301g0010"
"10366","MA_261585g0010"
"10367","MA_10434099g0020"
"10368","MA_100213g0010"
"10369","MA_10431141g0010"
"10370","MA_10162666g0010"
"10371","MA_10425885g0010"
"10372","MA_10429679g0010"
"10373","MA_10430653g0010"
"10374","MA_10431132g0020"
"10375","MA_10431239g0010"
"10376","MA_10432114g0010"
"10377","MA_10432494g0010"
"10378","MA_10432915g0010"
"10379","MA_10433305g0010"
"10380","MA_10436220g0010"
"10381","MA_10436897g0010"
"10382","MA_10437260g0010"
"10383","MA_10735g0010"
"10384","MA_112722g0010"
"10385","MA_120969g0010"
"10386","MA_121967g0010"
"10387","MA_173063g0010"
"10388","MA_177763g0010"
"10389","MA_19691g0010"
"10390","MA_19979g0010"
"10391","MA_20516g0010"
"10392","MA_2434g0010"
"10393","MA_25336g0010"
"10394","MA_30879g0010"
"10395","MA_3515726g0010"
"10396","MA_40506g0010"
"10397","MA_474310g0010"
"10398","MA_64117g0010"
"10399","MA_694512g0010"
"10400","MA_71004g0010"
"10401","MA_900190g0010"
"10402","MA_92793g0010"
"10403","MA_93993g0010"
"10404","MA_10138732g0010"
"10405","MA_10211472g0010"
"10406","MA_102329g0010"
"10407","MA_10431081g0010"
"10408","MA_10433604g0010"
"10409","MA_10437187g0010"
"10410","MA_134174g0010"
"10411","MA_158615g0010"
"10412","MA_20694g0010"
"10413","MA_27820g0010"
"10414","MA_36542g0010"
"10415","MA_404993g0010"
"10416","MA_4626961g0010"
"10417","MA_473706g0010"
"10418","MA_6746784g0010"
"10419","MA_71066g0010"
"10420","MA_749465g0010"
"10421","MA_75487g0010"
"10422","MA_762628g0010"
"10423","MA_788765g0010"
"10424","MA_92681g0010"
"10425","MA_996954g0010"
"10426","MA_152122g0020"
"10427","MA_179616g0010"
"10428","MA_32639g0010"
"10429","MA_120184g0010"
"10430","MA_361971g0010"
"10431","MA_10427561g0020"
"10432","MA_10433939g0010"
"10433","MA_136497g0010"
"10434","MA_65995g0010"
"10435","MA_10426762g0010"
"10436","MA_10339751g0010"
"10437","MA_10431451g0010"
"10438","MA_10426641g0010"
"10439","MA_68488g0010"
"10440","MA_10342253g0010"
"10441","MA_546142g0010"
"10442","MA_10435491g0030"
"10443","MA_7229284g0010"
"10444","MA_816532g0010"
"10445","MA_86824g0010"
"10446","MA_10425870g0010"
"10447","MA_10428923g0020"
"10448","MA_11634g0010"
"10449","MA_19190g0010"
"10450","MA_39589g0010"
"10451","MA_75070g0010"
"10452","MA_8160264g0010"
"10453","MA_10371525g0010"
"10454","MA_136507g0010"
"10455","MA_16141g0010"
"10456","MA_436514g0010"
"10457","MA_523g0010"
"10458","MA_79244g0010"
"10459","MA_94911g0010"
"10460","MA_10434370g0010"
"10461","MA_10429804g0010"
"10462","MA_947646g0010"
"10463","MA_112273g0010"
"10464","MA_10193378g0010"
"10465","MA_102140g0020"
"10466","MA_10431296g0010"
"10467","MA_10433896g0010"
"10468","MA_10434249g0010"
"10469","MA_10435569g0010"
"10470","MA_10435955g0020"
"10471","MA_10436783g0020"
"10472","MA_114452g0010"
"10473","MA_11963g0010"
"10474","MA_166968g0010"
"10475","MA_279651g0010"
"10476","MA_50214g0010"
"10477","MA_67505g0010"
"10478","MA_6849g0010"
"10479","MA_79619g0010"
"10480","MA_94231g0010"
"10481","MA_10184136g0010"
"10482","MA_109626g0010"
"10483","MA_134857g0010"
"10484","MA_275653g0010"
"10485","MA_5110360g0010"
"10486","MA_629485g0010"
"10487","MA_796805g0010"
"10488","MA_39512g0010"
"10489","MA_9942387g0010"
"10490","MA_102653g0020"
"10491","MA_47626g0010"
"10492","MA_7129732g0010"
"10493","MA_10104236g0010"
"10494","MA_335961g0010"
"10495","MA_10430805g0060"
"10496","MA_18855g0010"
"10497","MA_687922g0010"
"10498","MA_84359g0010"
"10499","MA_10427534g0030"
"10500","MA_10430939g0010"
"10501","MA_107580g0010"
"10502","MA_10426347g0020"
"10503","MA_181208g0010"
"10504","MA_10294942g0010"
"10505","MA_42717g0010"
"10506","MA_174689g0010"
"10507","MA_174257g0010"
"10508","MA_10436585g0010"
"10509","MA_746312g0010"
"10510","MA_10431517g0010"
"10511","MA_10430586g0020"
"10512","MA_473143g0010"
"10513","MA_10428417g0010"
"10514","MA_10428979g0010"
"10515","MA_10435245g0010"
"10516","MA_113057g0010"
"10517","MA_47061g0010"
"10518","MA_10431190g0010"
"10519","MA_264606g0010"
"10520","MA_10430049g0010"
"10521","MA_10432248g0010"
"10522","MA_10435180g0010"
"10523","MA_10436117g0020"
"10524","MA_23754g0010"
"10525","MA_46922g0010"
"10526","MA_61955g0010"
"10527","MA_91330g0010"
"10528","MA_10325013g0010"
"10529","MA_10426282g0010"
